Uniq_ID,FRP,tube_number,trtmnt_tank,sample_day,infection_status,maturity,RNA_ng.ul,total.yield_ng,elution_vol_ul,org_sample_ul,target,sq_all.runs_mean,sample_pos.neg,Library_ID
6194_235_12,6194,235,cold,2,0,M,13.7,178.1,15,70,Hemato,59.725,pos,329775
6194_432_26,6194,432,cold,17,0,M,14.1,352.5,30,all,Hemato,59.725,pos,329777
6194_432_26,6194,432,cold,17,0,M,26.7,347.1,15,70,Hemato,59.725,pos,329777
6194_98_9,6194,98,NA,0,0,M,13.3,172.9,15,70,Hemato,59.725,pos,NA
6195_150_9,6195,150,NA,0,1,I,5.04,226.8,50,all,Hemato,248.166666666667,pos,NA
6195_150_9,6195,150,NA,0,1,I,5.04,226.8,50,all,,248.166666666667,pos,NA
6195_304_12,6195,304,ambient,2,1,I,2.69,121.05,50,all,Hemato,248.166666666667,pos,NA
6195_304_12,6195,304,ambient,2,1,I,2.69,121.05,50,all,,248.166666666667,pos,NA
6195_501_26,6195,501,ambient,17,1,I,3.41,153.45,50,all,Hemato,248.166666666667,pos,NA
6195_501_26,6195,501,ambient,17,1,I,3.41,153.45,50,all,,248.166666666667,pos,NA
6196_170_9,6196,170,NA,0,1,I,23.1,300.3,15,35,Hemato,455.75,pos,NA
6196_203_12,6196,203,cold,2,1,I,42,546,15,35,Hemato,455.75,pos,NA
6196_408_26,6196,408,cold,17,1,I,18,234,14,all,Hemato,455.75,pos,304428
6197_161_9,6197,161,NA,0,0,M,16.9,219.7,15,70,Hemato,924.974833333333,neg,NA
6197_161_9,6197,161,NA,0,0,M,16.9,219.7,15,70,Hemato,924.974833333333,pos,NA
6197_244_12,6197,244,cold,2,0,M,23.9,310.7,15,70,Hemato,924.974833333333,neg,329775
6197_244_12,6197,244,cold,2,0,M,23.9,310.7,15,70,Hemato,924.974833333333,pos,329775
6197_449_26,6197,449,cold,17,0,M,19.8,257.4,15,70,Hemato,924.974833333333,neg,304428
6197_449_26,6197,449,cold,17,0,M,19.8,257.4,15,70,Hemato,924.974833333333,neg,329777
6197_449_26,6197,449,cold,17,0,M,19.8,257.4,15,70,Hemato,924.974833333333,pos,304428
6197_449_26,6197,449,cold,17,0,M,19.8,257.4,15,70,Hemato,924.974833333333,pos,329777
6197_449_26,6197,449,cold,17,0,M,15.9,206.7,14,all,Hemato,924.974833333333,neg,304428
6197_449_26,6197,449,cold,17,0,M,15.9,206.7,14,all,Hemato,924.974833333333,neg,329777
6197_449_26,6197,449,cold,17,0,M,15.9,206.7,14,all,Hemato,924.974833333333,pos,304428
6197_449_26,6197,449,cold,17,0,M,15.9,206.7,14,all,Hemato,924.974833333333,pos,329777
6198_154_9,6198,154,NA,0,1,I,1.32,59.4,50,all,Hemato,NA,POS,NA
6198_154_9,6198,154,NA,0,1,I,1.32,59.4,50,all,Hemato,NA,pos,NA
6198_230_12,6198,230,cold,2,1,I,6.2,279,50,all,Hemato,NA,POS,NA
6198_230_12,6198,230,cold,2,1,I,6.2,279,50,all,Hemato,NA,pos,NA
6198_428_26,6198,428,cold,17,1,I,17.8,231.4,14,all,Hemato,NA,POS,NA
6198_428_26,6198,428,cold,17,1,I,17.8,231.4,14,all,Hemato,NA,pos,NA
6198_428_26,6198,428,cold,17,1,I,2.75,123.75,50,all,Hemato,NA,POS,NA
6198_428_26,6198,428,cold,17,1,I,2.75,123.75,50,all,Hemato,NA,pos,NA
6199_151_9,6199,151,NA,0,1,I,18.6,241.8,15,35,Hemato,1549.75,pos,380821
6199_151_9,6199,151,NA,0,1,I,18.6,241.8,15,35,Hemato,1549.75,pos,151
6199_254_12,6199,254,cold,2,1,I,28.4,369.2,15,35,Hemato,1549.75,pos,254
6199_445_26,6199,445,cold,17,1,I,20.4,306,15,all,Hemato,1549.75,pos,445
6200_208_12,6200,208,cold,2,3,M,14.1,211.5,15,35,Hemato,135.20225,neg,NA
6200_208_12,6200,208,cold,2,3,M,14.1,211.5,15,35,Hemato,135.20225,pos,NA
6200_416_26,6200,416,cold,17,3,M,2.94,14.7,10,all,Hemato,135.20225,neg,NA
6200_416_26,6200,416,cold,17,3,M,2.94,14.7,10,all,Hemato,135.20225,pos,NA
6200_94_9,6200,94,NA,0,3,M,19.1,286.5,15,35,Hemato,135.20225,neg,NA
6200_94_9,6200,94,NA,0,3,M,19.1,286.5,15,35,Hemato,135.20225,pos,NA
6201_163_9,6201,163,NA,0,1,I,16.3,211.9,15,35,Hemato,372.85,pos,380821
6201_163_9,6201,163,NA,0,1,I,16.3,211.9,15,35,,372.85,pos,380821
6201_341_12,6201,341,ambient,2,1,I,17.9,232.7,15,35,Hemato,372.85,pos,NA
6201_341_12,6201,341,ambient,2,1,I,17.9,232.7,15,35,,372.85,pos,NA
6201_478_26,6201,478,ambient,17,1,I,9.88,247,30,all,Hemato,372.85,pos,NA
6201_478_26,6201,478,ambient,17,1,I,9.88,247,30,all,,372.85,pos,NA
6202_109_9,6202,109,NA,0,1,I,3.76,48.88,15,35,Hemato,1377.75,pos,NA
6202_337_12,6202,337,ambient,2,1,I,23.7,237,15,35,Hemato,1377.75,pos,NA
6203_113_9,6203,113,NA,0,0,M,38.1,495.3,15,70,Hemato,3069.6,pos,113
6203_222_12,6203,222,cold,2,0,M,30.6,397.8,15,70,Hemato,3069.6,pos,329775
6203_222_12,6203,222,cold,2,0,M,30.6,397.8,15,70,Hemato,3069.6,pos,222
6203_425_26,6203,425,cold,17,0,M,29.9,388.7,15,70,Hemato,3069.6,pos,329777
6203_425_26,6203,425,cold,17,0,M,29.9,388.7,15,70,Hemato,3069.6,pos,425
6204_114_9,6204,114,NA,0,3,M,6.37,95.55,15,35,Hemato,385,pos,NA
6204_114_9,6204,114,NA,0,3,M,5.37,80.55,15,NA,Hemato,385,pos,NA
6204_252_12,6204,252,cold,2,3,M,10.5,157.5,15,35,Hemato,385,pos,NA
6204_448_26,6204,448,cold,17,3,M,11.4,57,10,all,Hemato,385,pos,NA
6205_121_9,6205,121,NA,0,0,I,6.23,80.99,15,35,Hemato,6631.83333333333,pos,NA
6205_121_9,6205,121,NA,0,0,I,6.23,80.99,15,35,,6631.83333333333,pos,NA
6205_475_26,6205,475,ambient,17,0,I,13.1,196.5,15,NA,Hemato,6631.83333333333,pos,NA
6205_475_26,6205,475,ambient,17,0,I,13.1,196.5,15,NA,,6631.83333333333,pos,NA
6206_103_9,6206,103,NA,0,1,I,16,208,15,35,Hemato,297.65,pos,380821
6206_319_12,6206,319,ambient,2,1,I,11.2,168,15,NA,Hemato,297.65,pos,NA
6206_509_26,6206,509,ambient,17,1,I,9.75,97.5,15,35,Hemato,297.65,pos,NA
6207_128_9,6207,128,NA,0,1,I,5.32,239.4,50,all,Hemato,145.75,pos,NA
6207_202_12,6207,202,cold,2,1,I,4.68,210.6,50,all,Hemato,145.75,pos,NA
6207_412_26,6207,412,cold,17,1,I,5,225,50,all,Hemato,145.75,pos,NA
6208_106_9,6208,106,NA,0,1,I,3.1,139.5,50,all,Hemato,87232.75,pos,NA
6208_229_12,6208,229,cold,2,1,I,2.12,95.4,50,all,Hemato,87232.75,pos,NA
6208_435_26,6208,435,cold,17,1,I,20.8,270.4,14,all,Hemato,87232.75,pos,NA
6208_435_26,6208,435,cold,17,1,I,0.92,41.4,50,all,Hemato,87232.75,pos,NA
6209_125_9,6209,125,NA,0,1,I,5.88,264.6,50,all,Hemato,317,pos,NA
6209_251_12,6209,251,cold,2,1,I,4.8,216,50,all,Hemato,317,pos,NA
6209_444_26,6209,444,cold,17,1,I,8.24,370.8,50,all,Hemato,317,pos,NA
6210_274_12,6210,274,warm,2,1,I,2.44,109.8,50,all,Hemato,4572.5,pos,NA
6210_401_26,6210,401,warm,17,1,I,2.18,98.1,50,all,Hemato,4572.5,pos,329776
6210_401_26,6210,401,warm,17,1,I,5.27,68.51,15,70,Hemato,4572.5,pos,329776
6211_118_9,6211,118,NA,0,1,I,51,663,15,70,Hemato,105477.333333333,pos,118
6211_118_9,6211,118,NA,0,1,I,51,663,15,70,,105477.333333333,pos,118
6211_349_12,6211,349,ambient,2,1,I,5.56,250.2,50,all,Hemato,105477.333333333,pos,349
6211_349_12,6211,349,ambient,2,1,I,5.56,250.2,50,all,,105477.333333333,pos,349
6211_481_26,6211,481,ambient,17,1,I,17.9,232.7,15,70,Hemato,105477.333333333,pos,329776
6211_481_26,6211,481,ambient,17,1,I,17.9,232.7,15,70,Hemato,105477.333333333,pos,481
6211_481_26,6211,481,ambient,17,1,I,17.9,232.7,15,70,,105477.333333333,pos,329776
6211_481_26,6211,481,ambient,17,1,I,17.9,232.7,15,70,,105477.333333333,pos,481
6212_132_9,6212,132,NA,0,1,I,11.3,146.9,15,70,Hemato,333000,pos,132
6212_334_12,6212,334,ambient,2,1,I,15.6,202.8,15,70,Hemato,333000,pos,329771
6212_334_12,6212,334,ambient,2,1,I,15.6,202.8,15,70,Hemato,333000,pos,334
6212_485_26,6212,485,ambient,17,1,I,7.61,98.93,15,70,Hemato,333000,pos,304428
6212_485_26,6212,485,ambient,17,1,I,7.61,98.93,15,70,Hemato,333000,pos,329776
6212_485_26,6212,485,ambient,17,1,I,7.61,98.93,15,70,Hemato,333000,pos,485
6212_485_26,6212,485,ambient,17,1,I,5.52,71.76,14,all,Hemato,333000,pos,304428
6212_485_26,6212,485,ambient,17,1,I,5.52,71.76,14,all,Hemato,333000,pos,329776
6212_485_26,6212,485,ambient,17,1,I,5.52,71.76,14,all,Hemato,333000,pos,485
6213_108_9,6213,108,NA,0,0,I,13.6,176.8,15,35,Hemato,74.915,neg,380820
6213_108_9,6213,108,NA,0,0,I,13.6,176.8,15,35,Hemato,74.915,pos,380820
6213_310_12,6213,310,ambient,2,0,I,27.3,354.9,15,35,Hemato,74.915,neg,NA
6213_310_12,6213,310,ambient,2,0,I,27.3,354.9,15,35,Hemato,74.915,pos,NA
6213_506_26,6213,506,ambient,17,0,I,1.54,38.5,30,all,Hemato,74.915,neg,NA
6213_506_26,6213,506,ambient,17,0,I,1.54,38.5,30,all,Hemato,74.915,pos,NA
6214_107_9,6214,107,NA,0,1,I,2.59,116.55,50,all,Hemato,NA,POS,NA
6214_107_9,6214,107,NA,0,1,I,2.59,116.55,50,all,,NA,pos,NA
6214_107_9,6214,107,NA,0,1,I,2.59,116.55,50,all,Hemato,NA,pos,NA
6214_311_12,6214,311,ambient,2,1,I,2.05,92.25,50,all,Hemato,NA,POS,NA
6214_311_12,6214,311,ambient,2,1,I,2.05,92.25,50,all,,NA,pos,NA
6214_311_12,6214,311,ambient,2,1,I,2.05,92.25,50,all,Hemato,NA,pos,NA
6214_504_26,6214,504,ambient,17,1,I,15.5,697.5,50,all,Hemato,NA,POS,329776
6214_504_26,6214,504,ambient,17,1,I,15.5,697.5,50,all,,NA,pos,329776
6214_504_26,6214,504,ambient,17,1,I,15.5,697.5,50,all,Hemato,NA,pos,329776
6214_504_26,6214,504,ambient,17,1,I,13.2,171.6,15,70,Hemato,NA,POS,329776
6214_504_26,6214,504,ambient,17,1,I,13.2,171.6,15,70,,NA,pos,329776
6214_504_26,6214,504,ambient,17,1,I,13.2,171.6,15,70,Hemato,NA,pos,329776
6215_23_9,6215,23,NA,0,1,I,1.16,52.2,50,all,Hemato,307.833333333333,pos,NA
6215_253_12,6215,253,cold,2,1,#N/A,0.84,37.8,50,all,Hemato,307.833333333333,pos,NA
6215_457_26,6215,457,cold,17,1,#N/A,3.58,161.1,50,all,Hemato,307.833333333333,pos,329776
6215_457_26,6215,457,cold,17,1,#N/A,10,130,15,70,Hemato,307.833333333333,pos,329776
6216_267_12,6216,267,warm,2,0,I,4.88,219.6,50,all,Hemato,2.53,neg,NA
6216_40_9,6216,40,NA,0,0,I,1.75,78.75,50,all,Hemato,2.53,neg,NA
6217_129_9,6217,129,NA,0,0,I,16.7,217.1,15,70,Hemato,NA,,NA
6218_373_12,6218,373,warm,2,3,I,14.3,214.5,15,NA,Hemato,0.8835,neg,NA
6218_93_9,6218,93,NA,0,3,I,19.1,286.5,15,35,Hemato,0.8835,neg,NA
6219_116_9,6219,116,NA,0,1,I,4.2,189,50,all,Hemato,652,pos,NA
6219_276_12,6219,276,warm,2,1,I,4.2,189,50,all,Hemato,652,pos,NA
6220_162_9,6220,162,NA,0,1,I,2.88,129.6,50,all,Hemato,198,pos,NA
6220_293_12,6220,293,warm,2,1,I,8.52,383.4,50,all,Hemato,198,pos,NA
6221_16_9,6221,16,NA,0,1,I,10.2,459,50,all,Hemato,146.5,pos,NA
6221_16_9,6221,16,NA,0,1,I,10.2,459,50,all,Hemato,146.5,pos,NA
6221_380_12,6221,380,warm,2,1,I,3.03,136.35,50,all,Hemato,146.5,pos,NA
6222_1_9,6222,1,NA,0,0,M,13,169,15,35,Hemato,5.81,pos,NA
6223_270_12,6223,270,warm,2,0,M,29.3,380.9,15,35,Hemato,0.4255,neg,380824
6224_277_12,6224,277,warm,2,1,I,9.32,419.4,50,all,Hemato,52.3,pos,NA
6224_74_9,6224,74,NA,0,1,I,4.6,207,50,all,Hemato,52.3,pos,NA
6225_298_12,6225,298,warm,2,1,I,2.1,94.5,50,all,Hemato,163000,pos,NA
6225_92_9,6225,92,NA,0,1,I,6.56,295.2,50,all,Hemato,163000,pos,NA
6226_260_12,6226,260,warm,2,0,I,8.28,372.6,50,all,Hemato,1.93,neg,NA
6226_85_9,6226,85,NA,0,0,I,10.8,486,50,all,Hemato,1.93,neg,NA
6227_366_12,6227,366,warm,2,1,I,2.41,108.45,50,all,Hemato,70.75,pos,NA
6227_83_9,6227,83,NA,0,1,I,3.44,154.8,50,all,Hemato,70.75,pos,NA
6228_29_9,6228,29,NA,0,0,I,33.1,430.3,15,35,Hemato,78.7,pos,NA
6228_29_9,6228,29,NA,0,0,I,25.8,335.4,15,35,Hemato,78.7,pos,NA
6228_290_12,6228,290,warm,2,0,I,28.5,370.5,15,35,Hemato,78.7,pos,380824
6229_379_12,6229,379,warm,2,0,I,3.94,177.3,50,all,Hemato,0,neg,NA
6229_89_9,6229,89,NA,0,0,I,4.96,223.2,50,all,Hemato,0,neg,NA
6230_292_12,6230,292,warm,2,0,M,17.2,223.6,15,35,Hemato,4.6,pos,380824
6231_102_9,6231,102,NA,0,1,I,14.5,188.5,15,35,Hemato,0.1885,neg,380821
6231_278_12,6231,278,warm,2,1,I,17.7,230.1,15,35,Hemato,0.1885,neg,380825
6232_286_12,6232,286,warm,2,0,M,51,663,15,35,Hemato,NA,neg 4 rep ,380824
6233_117_9,6233,117,NA,0,1,I,23.1,300.3,15,35,NA,NA,NA,380821
6233_371_12,6233,371,warm,2,1,I,28.5,370.5,15,35,NA,NA,NA,380825
6234_263_12,6234,263,warm,2,0,I,26.6,345.8,15,35,Hemato,0,neg,380824
6235_297_12,6235,297,warm,2,0,I,40.9,531.7,15,35,Hemato,NA,iffy,380824
6236_157_9,6236,157,NA,0,0,I,7.6,342,50,all,Hemato,1.36,neg,NA
6236_361_12,6236,361,warm,2,0,I,6.52,293.4,50,all,Hemato,1.36,neg,NA
6237_17_9,6237,17,NA,0,1,I,17.4,226.2,15,35,Hemato,1330,pos,380821
6238_375_12,6238,375,warm,2,0,M,23.2,301.6,15,35,Hemato,NA,neg 2 rep ,380824
6239_166_9,6239,166,NA,0,1,I,14.7,191.1,15,35,Hemato,1500,pos,NA
6240_362_12,6240,362,warm,2,1,I,13.4,174.2,15,35,Hemato,2115,pos,NA
6241_323_12,6241,323,ambient,2,1,I,22.2,333,15,NA,Hemato,15300,pos,NA
6242_377_12,6242,377,warm,2,0,M,22.3,289.9,15,35,Hemato,155,pos,380824
6243_173_9,6243,173,NA,0,1,I,4.77,71.55,15,35,Hemato,4515,pos,173
6243_272_12,6243,272,warm,2,1,I,9.42,122.46,15,35,Hemato,4515,pos,272
6244_284_12,6244,284,warm,2,1,I,27.6,358.8,15,35,Hemato,235,pos,380825
6245_126_9,6245,126,NA,0,1,I,17.2,258,15,NA,Hemato,103.75,pos,NA
6245_365_12,6245,365,warm,2,1,I,37,481,15,35,Hemato,103.75,pos,380825
6246_265_12,6246,265,warm,2,0,I,7.24,325.8,50,all,Hemato,0.279,neg,NA
6246_3_9,6246,3,NA,0,0,I,7.2,324,50,all,Hemato,0.279,neg,NA
6247_152_9,6247,152,NA,0,0,I,2.46,110.7,50,all,Hemato,NA,NEG,NA
6247_287_12,6247,287,warm,2,0,I,5.52,248.4,50,all,Hemato,NA,NEG,NA
6248_378_12,6248,378,warm,2,0,I,14.1,183.3,15,35,Hemato,0.2485,neg,NA
6249_279_12,6249,279,warm,2,1,I,35.5,461.5,15,35,Hemato,32.15,pos,380825
6249_96_9,6249,96,NA,0,1,I,14.1,211.5,15,35,Hemato,32.15,pos,NA
6250_294_12,6250,294,warm,2,1,I,5.23,67.99,15,35,Hemato,119500,pos,294
6250_72_9,6250,72,NA,0,1,I,9.16,137.4,15,35,Hemato,119500,pos,72
6251_376_12,6251,376,warm,2,1,I,8.47,110.11,15,35,Hemato,147.5,pos,NA
6252_330_12,6252,330,ambient,2,3,M,11,143,15,70,Hemato,0.436,neg,329771
6252_99_9,6252,99,NA,0,3,M,6.56,98.4,15,35,Hemato,0.436,neg,NA
6253_275_12,6253,275,warm,2,0,I,29.8,387.4,15,35,Hemato,0,neg,380824
6254_296_12,6254,296,warm,2,0,I,8.49,110.37,15,35,Hemato,1.124,neg,NA
6255_262_12,6255,262,warm,2,1,I,41.3,536.9,15,35,Hemato,1785,pos,380825
6256_283_12,6256,283,warm,2,1,I,19,247,15,35,Hemato,NA,POS,380825
6257_363_12,6257,363,warm,2,1,I,20.7,269.1,15,35,Hemato,NA,POS,380825
6258_140_9,6258,140,NA,0,3,M,6.92,103.8,15,35,Hemato,NA,neg,NA
6258_140_9,6258,140,NA,0,3,M,6.92,103.8,15,35,Hemato,NA,NEG,NA
6258_261_12,6258,261,warm,2,3,M,10.6,159,15,NA,Hemato,NA,neg,NA
6258_261_12,6258,261,warm,2,3,M,10.6,159,15,NA,Hemato,NA,NEG,NA
6259_281_12,6259,281,warm,2,0,M,23.1,300.3,15,35,Hemato,0.1295,neg,NA
6260_374_12,6260,374,warm,2,0,M,18.3,237.9,15,35,Hemato,NA,NEG,NA
6261_273_12,6261,273,warm,2,1,I,36.1,469.3,15,35,Hemato,3345,pos,380825
6262_289_12,6262,289,warm,2,1,I,27.1,352.3,15,35,Hemato,78.8,pos,380825
6263_368_12,6263,368,warm,2,1,I,16.6,215.8,15,35,Hemato,29.25,pos,NA
6264_180_9,6264,180,NA,0,0,I,14.4,216,15,35,Hemato,1.02,neg,NA
6264_268_12,6264,268,warm,2,0,I,15.2,197.6,15,35,Hemato,1.02,neg,NA
6265_155_9,6265,155,NA,0,0,I,12.2,183,15,35,Hemato,16.5,pos,NA
6265_282_12,6265,282,warm,2,0,I,24.4,317.2,15,35,Hemato,16.5,pos,380824
6266_264_12,6266,264,warm,2,1,I,40.5,526.5,15,35,Hemato,199,pos,NA
6267_159_9,6267,159,NA,0,1,I,20.1,261.3,15,70,Hemato,1.495,neg,NA
6267_288_12,6267,288,warm,2,1,I,24.8,322.4,15,70,Hemato,1.495,neg,329771
6268_369_12,6268,369,warm,2,0,I,31.5,409.5,15,70,Hemato,0.193,neg,329775
6269_160_9,6269,160,NA,0,1,I,24.6,319.8,15,70,Hemato,256.5,pos,NA
6269_364_12,6269,364,warm,2,1,I,21.1,274.3,15,70,Hemato,256.5,pos,329771
6270_131_9,6270,131,NA,0,0,M,45.4,590.2,15,70,Hemato,3445,pos,NA
6270_269_12,6270,269,warm,2,0,M,31.7,475.5,15,NA,Hemato,3445,pos,NA
6271_105_9,6271,105,NA,0,0,M,42.6,553.8,15,70,Hemato,2.95,neg,NA
6271_295_12,6271,295,warm,2,0,M,7.54,98.02,15,70,Hemato,2.95,neg,329775
6272_111_9,6272,111,NA,0,0,I,39.9,518.7,15,35,Hemato,2.41,neg,NA
6272_111_9,6272,111,NA,0,0,I,20,260,15,35,Hemato,2.41,neg,NA
6272_338_12,6272,338,ambient,2,0,I,10.6,159,15,NA,Hemato,2.41,neg,NA
6273_127_9,6273,127,NA,0,1,I,72,936,15,70,Hemato,211000,pos,127
6273_280_12,6273,280,warm,2,1,I,17.9,232.7,15,70,Hemato,211000,pos,329771
6273_280_12,6273,280,warm,2,1,I,17.9,232.7,15,70,Hemato,211000,pos,280
6274_122_9,6274,122,NA,0,1,I,17.8,231.4,15,70,Hemato,9085,pos,NA
6274_367_12,6274,367,warm,2,1,I,24.3,315.9,15,70,Hemato,9085,pos,329771
6275_110_9,6275,110,NA,0,3,M,11.4,171,15,35,Hemato,NA,NEG,NA
6275_372_12,6275,372,warm,2,3,M,10.1,151.5,15,NA,Hemato,NA,NEG,NA
6276_50_9,6276,50,NA,0,0,I,12.6,163.8,15,35,Hemato,0.362,neg,NA
6277_177_9,6277,177,NA,0,0,I,63,819,15,35,Hemato,7.325,pos,NA
6277_177_9,6277,177,NA,0,0,I,22.8,296.4,15,35,Hemato,7.325,pos,NA
6278_147_9,6278,147,NA,0,1,I,15.3,198.9,15,70,Hemato,23422.5,pos,NA
6278_413_26,6278,413,cold,17,1,I,6.38,82.94,15,70,Hemato,23422.5,pos,329776
6279_13_9,6279,13,NA,0,1,I,8.29,107.77,15,70,Hemato,747,pos,NA
6279_219_12,6279,219,cold,2,1,I,19.3,250.9,15,70,Hemato,747,pos,329771
6279_411_26,6279,411,cold,17,1,I,11.3,146.9,15,70,Hemato,747,pos,329776
